unique_input_record_identifier,input_title,lookup_key,input_writers,input_performers,database_song_code,database_song_title,database_song_writers
2nk5cDGgASFCSinFjphaYK,Salome,SALOME,"Andrew Lloyd Webber,Christopher Hampton,Don Black","Andrew Lloyd Webber,Kevin Anderson,Patti LuPone",107207857,SALOME,LLOYD-WEBBER A/BLACK D/HAMPTON C
4HDjs3LiKRVJsa9LW5tzTT,Sti Theoria,STITHEORIA,"Christodoulos Siganos,Valentino",Panos Kiamos,145829519,STI THEORIA,VALENTINO/HRISTODOULOS SIGANOS
6ZW4YoXdDsV6rc8clOBRn4,Marcha do Donzel,MARCHADODONZEL,"Ariano Suassuna,Renata Rosa",Renata Rosa,NO MATCH,NO MATCH,NO MATCH
6nwK4MlCvxob5Yk3NuHDXx,To the Dawn,TODAWN,"Henry Burton,Sara Groves",Sara Groves,NO MATCH,NO MATCH,NO MATCH
5Ma5oifXhrs1lq56lV59hI,Whispers,WHISPER,Xavier Rudd,Xavier Rudd,135233071,WHISPERS,RUDD XAVIER PETER I
0zxWRrstHxE3fYI5QleMxf,I Want You,IWANTYOU,"Daniel Burke,Kaz Gamble,Marcello De Angelis",Birdee,154354922,I WANT YOU,BURKE D/YOUNGBLOOD S
1EhM3WRdenmzHQ3YUzAh0m,Juancho,JUANCHO,Lucho Junco,Cabas,NO MATCH,NO MATCH,NO MATCH
5CGzGHQydEhSQVOC3CW7Oh,Festival Crash,FESTIVALCRASH,F. Corsten,Ferry Corsten,146749998,FESTIVAL CRASH,CORSTEN FERRY
0RClguMsTbVPYKzY27TzyL,Espirais,ESPIRAI,"Alexandre Lemos,Alexandre Silveira de Castilho",Marjorie Estiano,135247662,ESPIRAIS,DE CASTILHO A/LEMOS A
43qiUSR7w0b7NrjV0dm6b2,Superheld,SUPERHELD,"Jakob Sinn,Johannes Strate,Kristoffer HÃ¼necke,Niels GrÃ¶tsch",Revolverheld,138394833,SUPERHELD,GRASS A/PARYLA N
07WNFI1IZp7EXGOL2YyCzw,Slow Ruin,SLOWRUIN,Sannhet,Sannhet,144389452,SLOW RUIN,SANNHET
0OA2aD6f3nP17nZtx2udzh,Poor Boy,POORBOY,"Ben Hayslip,Dallas Davidson,Rhett Akins,Tyler Farr",Tyler Farr,133600851,POOR BOY,NS
7xRPfG0cM9klqDigaRl9VP,Whiskey Ghost,WHISKEYGHOST,"Gary Nicholson,Tom Hambridge",Buddy Guy,144580879,WHISKEY GHOST,NICHOLSON G/HAMBRIDGE T
4BEwHBh3V461UyBK2mGpq5,First Light,FIRSTLIGHT,Dan Michaelson,Dan Michaelson,147232376,THE FIRST LIGHT,MICHELE GASPARRI
0jacpERIrAsZmr803d2Uk5,Anathema,ANATHEMA,David Arnold,"David Arnold,Tori Amos",155928285,ANATHEMA,DAVID ARNOLD
6ppg2EReeJMf4ntrwwIkWp,DANCE WITH ME NOW!,DANCEWITHMENOW,"Michico,T.kura",E-girls,NO MATCH,NO MATCH,NO MATCH
0ej4nOozKUrCOU7ysxNXLh,What's New,WHATSNEW,"Bob Haggart,Johnny Burke",Lee Konitz,134750988,WHATSNEW,/GORDON I/SUTHERLAND R/TOMLINS L
3vJuG3Uc9yUmB79azIEGDE,Last Night,LASTNIGHT,Emma Anderson,Lush,110753011,LAST NIGHT,ANDERSON EMMA VICTORIA JANE
48GzqZeI4CJLdxJ4o5WWMk,#thatPOWER,THATPOWER,William Adams,Neil Edward,118981503,THAT'S POWER,DIFFIE J/HIGGINS M
6RyCki6lEPqMMau369wPyW,Long on Love,LONGONLOVE,Rory Lee and Tony O. Villanueva,The Derailers,119329225,LONG ON LOVE,LEE R/VILLANUEVA T
637SM8vCqY6uNFvnLLEipf,Redwing,REDWIN,Anthony Banks,Tony Banks,NO MATCH,NO MATCH,NO MATCH
7Ijlt1DIrpT3kEU2JaKa0f,Prayer for Travelling,PRAYERFORTRAVELIN,Gabriel Jackson,St. Jacob's Chamber Choir,148664064,PRAYER FOR TRAVELLING,GABRIEL JACKSON
71piNzA61VqdBPbTmRPsYb,Albatross,ALBATROS,P. Green,The Hero Guitar Maniacs,101826093,ALBATROSS,GREEN PETER ALAN
7GzI0Jk377Qpch8KtHvyKq,Sem Ti,SEMTI,Anselmo Ralph,Anselmo Ralph,145983679,SEM TI,ANSELMO RALPH/ANSELMO RALPH/NELLSON KLAS
0NdWmjRN9DUT7k7QpMMEYk,Thanu Vethikina,THANUVETHIKINA,"Gopi Sundar,Sirivennela Seetharama Sastry",Satya Yamini,154545022,THANU VETHIKINA,GOPI SUNDAR/SIRIVENNELA SEETHARAMA SASTR
6IF3S46wTRtaQimGtURfmM,Umpa Lumpa,UMPALUMPA,"Max Loderbauer,Tom Thiel",sun electric,135909108,UMPA LUMPA,LODERBAUER M/THIEL T
6D0XmEAG67nJF3ygIVZCOO,Quickdraw,QUICKDRAW,"A Santilla,B Dexter,B Dochstader,G. Campbell",67 Special,135600177,QUICKDRAW,SANTILLA/DEXTER/CAMPBELL/DOCHSTADER/MACK
3bRUvmYOZ8tqguEGWyVmYE,Mittelfinga hoch,MITELFINGAHOCH,"Aaquil Brown,Robert Zemichiel,Samy Sorge",ASD,NO MATCH,NO MATCH,NO MATCH
53jogSv23P6DFcOHcZrDs9,Save Me,SAVEME,"Baker,Haner,Sanders,Seward,Sullivan",Avenged Sevenfold,143510633,SAVE ME,ANDERSEN ANDRE PALLE
55426eqWLGsLRzCHp0mlxA,Am I Right?,AMIRIGHT,"Andy Bell,Erasure,Vince Clarke",Erasure,104627919,AM I RIGHT,CLARKE V/BELL A
6usHxH3iCQC3ETkIWG36Km,Disappear,DISAPEAR,"Kay Hanley,Letters To Cleo",Letters To Cleo,345045194,DISAPPEAR (INSTRUMENTAL),
70Vc2mCfevAjiM6O1vfGXR,Dipped In Ice,DIPEDINICE,"Aleicia Gibson,Chauncey Hollis Jr.,DiamontÃ© Harper,Dustin James Corbett,Gino Borri,Ryan Martinez",Saweetie,155319678,DIPPED IN ICE,GIBSON/HARPER/MARTINEZ/BORRI/CORBETT/HOL
6Pbwhr9C4ddhsKLbnd6Ydg,Blue Fiddle,BLUEFIDLE,Paul Moravec,"Cory Smythe,Hilary Hahn",145412028,BLUE FIDDLE,MORAVEC VINCENT PAUL
3gW8N0jXhpnaw4R25UsRIL,Shake Your Money Maker,SHAKEYOURMONEYMAKER,Elmore James,Elmore James,103461019,SHAKE YOUR MONEY MAKER,JAMES ELMORE
4IB3eXd1V1aCdJFYS7mU7T,Three Guesses,THREEGUESE,Linda Scott,Linda Scott,NO MATCH,NO MATCH,NO MATCH
3PsNZLdClHYTnpQ8RS9fyG,Be Ma Fela,BEMAFELA,Tiago Novo,Marta Ren & The Groovelvets,149753201,BE MA FELA,TIAGO NOVO
1TUQrPj7jp0uc3cmS6kCzr,Finally,FINALY,Pauline Henry,Pauline Henry,144426089,FINALLY,PAUL LI WEI SONG
4dgbAhd966nEBgVhsG6HoT,Sahaja (Relaxing Yoga Music),SAHAJA,Marco Rinaldo,Spiritual Music Collection,147590513,SAHAJA (SOOTHING SOUNDS),NS (PERF NEUROMANCER)
6Yp57oaKt49cLiACXsWz7p,Batyar (Bigmouth Strikes Again),BATYAR,"Johnny Marr,Steven Morrissey",The Ukrainians,119720748,BATYAR,MORRISSEY S/MARR J
15cSr8Q5KzlSg6c3swnTrw,The Window up Above,WINDOWUPABOVE,Jones,George Jones,100521810,WINDOW UP ABOVE,JONES GEORGE
7b0TbASq3JHtj54SDVJQWJ,The Breeze And I,BREEZE&I,"Al Stillman,Ernesto Lecuona",Henry Mancini,NO MATCH,NO MATCH,NO MATCH
3OnclyqyU6kYhf3Swix1SS,Siete homicidios,SIETEHOMICIDIO,Rodrigo Miranda,Los Trukeros,144918347,SIETE HOMICIDIOS,RODRIGO MIRANDA/RODRIGO MIRANDA
1TbuDl6GklIG7zy5fSiNni,Nessun Dorma,NESUNDORMA,Giacomo Puccini,Luciano Pavarotti,105752000,NORMAN GUNSTON SHOW (THEME),/PUCCINI/ARR/SMYTH PAUL
0rH0nZVbFR4ny1lN1PNSfC,You Don't Want to Get You One of Those,YOUDONTWANTTOGETYOUONEOFT,Mark Knopfler,"Mark Knopfler,Tommy Emmanuel",152879414,YOU DON'T WANT TO GET YOU ONE OF THOSE,KNOPFLER MARK
3JDPO6psvw4EZYAHOJVNd7,Go into Your Dance,GOINTOYOURDANCE,"Al Dubin,Harry Warren","Caroline O'Connor,Cathy Wydner,Company of 42nd Street,Kim Criswell,National Symphony Orchestra",NO MATCH,NO MATCH,NO MATCH
7jqCebvd30ZSaQBfwV2Na5,"Book II: Prelude and Fugue No. 17 in A-Flat Major, BWV 886",BOOKIIPRELUDE&FUGUENO17IN,Johann Sebastian Bach,Sviatoslav Richter,NO MATCH,NO MATCH,NO MATCH
296LoOFurYUNo0xr6diEES,OdyssÃ©e,ODYSEE,"Bernard Fevre,Jacky Giordano",Bernard Fevre,149635375,ODYSSEE,FEVRE B/GIORDANO J
2UYdO5OLRIaWQhTTNCy7Dx,Unvergesslich (Inoubliable),UNVERGESLICH,"Charles Aznavour,Pierre Delanoe",Charles Aznavour,147930907,UNVERGESSLICH (INOUBLIABLE),CHARLES AZNAVOUR/PIERRE DELANOE
6VwGytUkC11Mj5kcHXggYj,Eravamo Re,ERAVAMORE,"Cosimo Fini,Stefano Tognini",Gue Pequeno,NO MATCH,NO MATCH,NO MATCH
67bkRbYTDuhYXIwdIF0dkA,Caminando,CAMINANDO,"Camilo VelÃ¡squez,VerÃ³nica AtehortÃºa",Veka,143605268,CAMINANDO,ATEHORTUA ZAPATA V/VELASQUEZ VALLEJO C
4XpoKWfMZzerw1R7uX5LMs,Boogie Magic,BOOGIEMAGIC,Dennis Coffey,Dennis Coffey,141798782,BOOGIE MAGIC,COFFEY DENNIS JAMES
5EKCupOjtK8BBz8MUw8WWX,Looking Through Darkness,LOOKINTHROUGHDARKNES,"Derrick Harris,Keith Elam",Guru,110954748,LOOKING THROUGH DARKNESS,ELAM K/HARRIS D
78SCz6GkX5zPta7X1DsZnZ,Que Te Vaya Bonito,QUETEVAYABONITO,"JosÃ© Alfredo Jimenez,RubÃ©n Fuentes",JosÃ© Alfredo Jimenez,103736383,QUE TE VAYA BONITO,JIMENEZ-SANDOVAL JOSE ALFREDO
1YMRTLjJC5gK4ZfULfm17T,Shoes,SHOE,"Doug Pinnick,Jerry Gaskill,Ty Tabor",King's X,134727555,SHOES,TABOR T/GASKILL J/PINNICK D
2BAyouVbATFhG3qX9ZHuwQ,Bedrock,BEDROCK,"K. Crawford,N. Skeltys",B(if)tek,NO MATCH,NO MATCH,NO MATCH
4rxTIrp20yS9TlGKOtP5pG,"Pusti Micu, Gadan Je U Picu",PUSTIMICUGADANJEUPICU,B. M. Knindza,Baja Mali Knindza,141448081,"PUSTI MICU, GADAN JE U PICU",BAJA MALI KNINDZA/BAJA MALI KNINDZA
2jpvd0imsQzgdoIXEBdNxj,Birds,BIRD,"Dan Carey,EmilÃ­ana Torrini",EmilÃ­ana Torrini,136830106,BIRDS,TORRINI E/CAREY D
1jP3M6DPaKEIP8GQpTdHNX,Too Much,TOOMUCH,"Alex Lustig,Karim Kharbouch,Lonnie ""Skeme"" Kimble",French Montana,141957103,TOO MUCH,ALEX KRUGER
7ggMd2kMLvHxFRpUocaJvE,Fata Morgana,FATAMORGANA,"Andreas Cremer,Philipp Handke",Ibiza House Classics,144794134,FATA MORGANA,ANDREAS KRUGER
4HInoGZUGFFjFWq3IAwKTw,Superfine Love,SUPERFINELOVE,"Biancaniello,Cohen,Frank ""Killer Bee"" Martin,Jeffrey Cohen,Louis Biancaniello,Narada Michael Walden,Skylar Jett,Walden",Al Jarreau,105190169,SUPERFINE LOVE,WALDEN N/BIANCANIELLO L/COHEN J
4I1keiyuvoJkcGdk8Efq3D,Reunion,REUNION,Gerry Mulligan,"Chet Baker,Gerry Mulligan",NO MATCH,NO MATCH,NO MATCH
3s8gmcDD3MLdyPeyDoEIK8,Botanist,BOTANIST,Samuel Thomas Yeldham,Guineafowl,138775177,BOTANIST,YELDHAM SAMUEL THOMAS
14iXpUJUEoXM9ADK29zT9h,Plea Bargain,PLEABARGAIN,Marc Shaiman,Marc Shaiman,110402131,PLEA BARGAIN,SHAIMAN MARC
07g2acZ6kljLjk0Xif8MtC,You Started Something,YOUSTARTEDSOMETHIN,"Matt Aitken,Mike Stock,Peter Waterman",Samantha Fox,111631482,YOU STARTED SOMETHING,WATERMAN P/STOCK M/AITKEN M
4tu2wvKfJeaKS8uIySXrHR,Em Algum Lugar no Tempo,EMALGUMLUGARNOTEMPO,"Alvaro Birita,Bruno Gouveia,Carlos Coelho,Manno Goes,Miguel Flores da Cunha",Biquini CavadÃ£o,154528419,EM ALGUM LUGAR NO TEMPO,MIGUEL/BRUNO/ALVARO/COELHO/MANNO GOES
7bgL7kWbCPhFh9ccpmlikL,Nu Exciters,NUEXCITER,"Peter LaSalle,Ralf Eckert","Eckert,Lasalle",148909829,NU EXCITERS,RALF ECKERT/PETER LASALLE
3EPleXomzYCh6w1bkBHhEF,Hats (Makes Me Wanna Holler),HAT,"Jean-Paul Maunick,Richard Bull",Incognito,146302347,HATS (MAKES ME WANNA HOLLER),BULL R/MAUNICK E
1xeMq87xBMSLpjXo85jIOQ,Country Roads,COUNTRYROAD,"John Denver,Mary Danoff,William Danoff",Me First and the Gimme Gimmes,101453379,TAKE ME HOME COUNTRY ROADS (ORIGINAL VERSION),DENVER J/DANOFF B/DANOFF M
1NIgovf0IUMcggtYPJRp6C,The Final Absolution,FINALABSOLUTION,"Ian Jekelis,Kenneth Steven Bedene,Mendel bij de Leij,Stefano Franceschini,Sven De Caluwe",Aborted,154074310,THE FINAL ABSOLUTION,DE CALUWE/LEIJ/JELEKIS/FRANCESCHINI/BEDE
0uzhVVCG73nBIngV1hpyvY,I Can't Let Go,ICANTLETGO,"Al Gorgoni,Chip Taylor,Ltd.,Stone House Productions","Gorgoni,Martin & Taylor",118622531,I CAN'T LET GO,NICHOLSON G/DIPIERO B
7KYItmZqiTnvfuO42oc6Og,Agar Tu Hota,AGARTUHOTA,"Abhendra Kumar Upadhyay,Ankit Tiwari",Ankit Tiwari,149986704,AGAR TU HOTA,TIWARI A/UPADHYAY A
2mmFemFfAyv9kGffdjhGqC,Alguien Que Se Cruce En Mi Camino,ALGUIENQUESECRUCEENMICAMI,"Cacho Valdez,Eduardo Franco",Los Iracundos,147919020,ALGUIEN QUE SE CRUCE EN MI CAMINO,EDUARDO FRANCO/CACHO VALDEZ/EDUARDO FRAN
5eDYqeMnqFNAHochPlvD9b,Taco Wagon,TACOWAGON,Dick Dale and his Del-Tones,Dick Dale and his Del-Tones,128848155,TACO WAGON,DALE DICK
5U9MWOE39IQ7dcPDT0XO3T,Mother Goose: i. Sleeping Beauty,MOTHERGOOSEISLEEPINBEAUTY,Maurice Ravel,Philharmonia Orchestra,150173612,MOTHER GOOSE: I. SLEEPING BEAUTY,MAURICE RAVEL
47A2Tce2Zpgq0hl45qJki3,Appreciate You,APRECIATEYOU,Monte Level Kelley,Tay Kelley,NO MATCH,NO MATCH,NO MATCH
1SzovCA1H8KPmhRm6BchKt,Trilogy for Krishna: Krishna II - Holy Denying,TRILOGYFORKRISHNAKRISHNAI,Arthur Andres Ribeiro,Uakti,149046013,TRILOGY FOR KRISHNA: KRISHNA I - HOLY AFFIRMING,ARTHUR ANDRES RIBEIRO
2B8VErJAQkqP0bM6Mb33sL,Kapardina,KAPARDINA,"Hristoforos Krokidis,Lefteris Papadopoulos",Vasilis Papakonstadinou,134404180,KAPARDINA,UNKNOWN
1AWKAG5IljRnoEromiawhk,It's Too Late,ITSTOOLATE,James Newton Howard,James Newton Howard,140499538,IT S TOO LATE,WANDEL BILL
1LGMu3k03UURXTuATa2xdg,"The Shadow of Your Smile (Love Theme from ""The Sandpiper"")",SHADOWOFYOURSMILE,"Ernie Freeman,Johnny Mandel,Paul Francis Webster",Vic Damone,100484068,SHADOW OF YOUR SMILE,MANDEL J/WEBSTER P
7qLN09P7CvMTikaavrkGUr,Revitalize,REVITALISE,"Kay(fabe) LaNoise,Melanie GÃ¼ntzschel,Rico Suchatzki",Wynardtage,NO MATCH,NO MATCH,NO MATCH
0SSIr855WMaF6rWXjZvgRo,Habit of Mind,HABITOFMIND,"Daniel Clarke,Joshua Grange,k.d. lang","k.d. lang,the Siss Boom Bang",140753013,HABIT OF MIND,LANG K/GRANGE J/CLARKE D
6f4OdqA93uyv2K6UeEbKXU,St. Anger,ANGER,"Dennis Lisk,Guido Weiss,Jan Phillip Eissfeldt",Beginner,133355031,ZORN (ANGER),WEILL K/BRECHT B
5GoGjEsPvr0McJQiGGCnws,Man Listen,MANLISTEN,"A. Balshe,Ben Diehl,Danny Nguyen,K. Khaled",Belly,152016445,MAN LISTEN,DIEHL B/BALSHE A/KHALED K/NGUYEN D
7c6opaRm7F0yivzl40LRqJ,Undercover of My Skin,UNDERCOVEROFMYSKIN,"Benjamin Robert Walker,Jan Skubiszewski",Benny Walker,154098394,UNDERCOVER OF MY SKIN,WALKER B/SKUBISZEWSKI J
7koVKROalkRPaeMFFzcyfw,"Das Rheingold, WWV 86A / Erste Szene: Weia! Waga! Woge du Welle! - Live At Staatsoper, Vienna / 2011",RHEINGOLDWV86AERSTESZENEW,Richard Wagner,"Christian Thielemann,Ileana Tonca,Tomasz Konieczny,Ulrike Helzel,Vienna State Opera Orchestra,Zoryana Kushpler",150498186,"DAS RHEINGOLD, WWV 86A, ERSTE SZENE: WEIA! WAGA! WOGE, DU WE",RICHARD WAGNER
4INqVSyfEPwnTkHtCwhIAb,Love Me Tender,LOVEMETENDER,"E Presley,VG Matson",Daniel O'Donnell,100808505,LOVE ME TENDER,PRESLEY E/MATSON V
4toHIBRIKMEEE61SusEwes,Higher - Jerry Folk Remix,HIGHERJERYFOLKREMIX,"Ketil Jansen,Maty Noyes,Sebastian Teigen,Ulrik Denizou Lund",Lemaitre,NO MATCH,NO MATCH,NO MATCH
0sBjk0d2JfH0foHkt1VXPD,Rations,RATION,Coby Brown,Coby Brown,149517010,RATIONS,BROWN COBY
6jTuYb8VuMrlooQy45eN03,Equinox,EQUINOX,"Ivan Myslikovjan,Lucie Burns",Lazy Hammock,154517530,EQUINOX,NS
2rArUcVf6tenO8UL54keho,Jussara,JUSARA,Quincas Moreira,Zuco 103,133459634,JUSSARA,MOREIRA QUICAS
4aYnfoTYbbyDr6v2RaicYB,Do It Together,DOITTOGETHER,"Adam Baker,Daniel Rankine,Daniel Yates,Matthew Honson,Matthew Lambert",Funkoars,137389933,DO IT TOGETHER,YATES/RANKINE/BAKER/HONSON/LAMBERT
4m1opmaYT9zk5OP7IHUb9R,Call To Arms,CALTOARM,Sturgill Simpson,Sturgill Simpson,149532754,CALL TO ARMS,SIMPSON JOHN STURGILL
4d0yzZtMPYKU6AmijCNpLj,"Concerto for Violin and Organ in C Major, RV 808: III. Allegro",CONCERTOFORVIOLIN&ORGANIN,Antonio Vivaldi,"Amandine Beyer,Gli Incogniti",NO MATCH,NO MATCH,NO MATCH
25Q5OflSxjMcI6er7dshoS,Dionysian Urge,DIONYSIANURGE,Tim Wheeler,Ash,139484292,DIONYSIAN URGE,WHEELER TIMOTHY JAMES ARTHUR
0lVrzRQJbBdQnTr57e70t1,Thumbelina,THUMBELINA,Frank Loesser,Bernard Cribbins,103149201,THUMBELINA,LOESSER FRANK
7HsVqk0jBaixdESPtbxDwf,Adorations,ADORATION,"Jaz Coleman,Kevin Walker,Martin Glover,Paul Ferguson",Killing Joke,102965159,ADORATIONS,COLEMAN J/FERGUSON M/RAVEN P/WALKER K
7s0CqOvyKGkyPLl6N2Bg9I,Kiss Me,KISME,Stephen Duffy,Stephen Duffy,109494345,KISS ME,DUFFY STEPHEN ANTHONY JAMES
3SIEL0FHZrOmYb6YdCPXER,"Liebster Gott, wenn werd ich sterben, BWV 8: Recitative: Behalte nur, o Welt, das Meine! (Soprano)",LIEBSTERGOTWENWERDICHSTER,Johann Sebastian Bach,"English Baroque Soloists,Katherine Fuge,Mark Padmore,Robin Tyson,The Monteverdi Choir,Thomas Guthrie",141900984,"LIEBSTER GOTT, WENN WERD ICH STERBEN, BWV 8: ACCOMPANIED REC",JOHANN SEBASTIAN BACH/CASPAR NEUMANN
7ByyYB8M24L0dGUh5f2ZUL,Krajina je majka,KRAJINAJEMAJKA,Velimir Zivkovic,Bora Drljaca,143328731,KRAJINA JE MAJKA,ZIVKOVIC V/ZIVKOVIC V
4JkoBVUPDMc4PbBctG2ySs,Hulapalu,HULAPALU,Andreas Gabalier,Die Grubertaler,148208280,HULAPALU,GABALIER ANDREAS
3CKH9RNXLcvl6baYJUybCL,Koliko Je Prevarenih,KOLIKOJEPREVARENIH,Zlatko Timotic Zlaja,Dragana Mirkovic,NO MATCH,NO MATCH,NO MATCH
7eDjwwpghuiCEVXhtel8Zy,Dankbar,DANKBAR,Benjamin Stottmeister,Herr von Grau,145989523,DANKBAR,BENJAMIN STOTTMEISTER
40esUsEMmw0qwhnGMseDgR,You Lose,YOULOSE,Stefan Becher,Delusions of Lunacy,144518681,YOU LOSE,STEFAN BECHER
4nYysvyXvE31PB8KVJWDoM,Who Dat,WHODAT,"Christopher A. Stewart,Diandre Davis,JT Money,Thabiso Nkhereanye,Tony Mercedes,Tonya Johnston",JT Money,119432337,WHO DAT,DAVIS/JOHNSTON/NKHEREANYE/STEWART/THOMPK
79xLmqnrSLtzrTlCOkmTmq,Call Upon,CALUPON,"Samuel Gray,Steve Manovski",Penthox,154676411,CALL UPON,GRAY S/MANOVSKI S/ESTRADE L/SUNDBAUM E
4x9Aig6PzVapoeeYoNocYC,Opened,OPENED,"Patrick Robert Lynch,Philip Andrews Duchesne,Sergio Andres Barrera",Horizons,153496331,OPENED,PATRICK ROBERT LYNCH/PHILIP ANDREWS DUCH
3YAoxvQt6hpSbmQ9HIom01,Rugged Country,RUGEDCOUNTRY,Michelle Zauner,Japanese Breakfast,149731795,RUGGED COUNTRY,ZAUNER MICHELLE CHONGMI
0tGIRDsFl3j5TMbK7nK2Ji,The Great Water Sequel,GREATWATERSEQUEL,"Fredric Lindblom,Robin Eveborn",Last Lynx,NO MATCH,NO MATCH,NO MATCH
5vBCcgTVe22nwY3EGMXdvh,Dixie Boogie,DIXIEBOOGIE,"Atwell,T Rad",Winifred Atwell,102380202,DIXIE BOOGIE,ATWELL WINIFRED
38casNXY2G39SZRUjALtcY,How I Roll,HOWIROL,"Bonnie McKee,Christian Karlsson,Henrik Jonback,Magnus LidehÃ¤ll,Nicole Morier,Pontus Winnberg",Britney Spears,140782333,HOW I ROLL,KARLSSON/WINNBERG/LIDEHALL/JONBACK/MCKEE
4I08B4Z8l5jroZYupuna8h,Please Come Back,PLEASECOMEBACK,Dag Sindre Vagle,Helldorado,147424715,PLEASE COME BACK,DAG SINDRE VAGLE/DAG SINDRE VAGLE
2nwBoEYXhXKsLp0A88DZI4,The Photographer: Act II,PHOTOGRAPHERACTII,Philip Glass,Philip Glass Ensemble,142708479,THE PHOTOGRAPHER: ACT II,PHILIP GLASS
528YVqE16CenL0aLYrJOej,Yang Terlewatkan,YANGTERLEWATKAN,Eross Chandra,Sheila On 7,138000002,YANG TERLEWATKAN,CANDRA EROSS
0NerbJg3H6xJMjAiUH4R9y,Colliepark,COLIEPARK,Sinistarr,Sinistarr,142360762,COLLIEPARK,SINISTARR
719sQR7qma8K6kgMlpQSOe,I Don't Mind,IDONTMIND,Vinzenz John,Vince Johnson,138258741,I DON'T MIND,JOHNSTON E/ARMBRUSTER Y
4ZVZB9inlBtfFPUdnOu4AT,Bluebird,BLUEBIRD,Katie Noonan,Katie Noonan,133178417,BLUEBIRD,NOONAN KATIE ANNE
35e7ckbWgHjHI9n3oL6jnd,Malade,MALADE,"Eazy Dew,Pierre Bertrand,RomÃ©o Elvis,Vladimir Cauchemar",RomÃ©o Elvis,131790133,MALADE,DE BUJADOUX YVES JE
2wRZk21Klib9hcPslNwyqD,Dembese,DEMBESE,Tete Mbambisa,Brian Thusi,140785791,DEMBESE,THUSI B/MAMBISA T
7MnxdsnHrXOgnqpAv6K04d,Why Don't You Fall in Love with Me? - Remastered,WHYDONTYOUFALINLOVEWITHME,"Al Lewis,Mabel Wayne",Connee Boswell,103248453,WHY DONT YOU FALL IN LOVE WITH ME,LEWIS A/WAYNE M
252htgicGlEQdV2se6iZdJ,"Dear X, You Don't Own Me",DEARXYOUDONTOWNME,"Ben Glover,Kevin Young,Rob Hawkins",Disciple,140170853,DEAR X YOU DON'T OWN ME,YOUNG K/GLOVER B/HAWKINS R
40nsQucs2zbec1F8JBi0iJ,New Generation,NEWGENERATION,Csaba Zvekan,Raven Lord,152169085,NEW GENERATION,CSABA ZVEKAN
2gU1CTTz1Gl05yF13Ub2Ol,Let Me Fall in Love,LETMEFALINLOVE,Sebastian Olzanski,Sebastian Olzanski,141936494,LET ME FALL IN LOVE,IRGLOVA MARKETA
3iWHl7QFmQ9HmXgDEyzxop,Sign Of Relief,SIGNOFRELIEF,"Anne Jennifer Dudley,Gary Langan,Jonathan Edward Jeczalik,Paul Robert Morley,Trevor Charles Horn",Art Of Noise,NO MATCH,NO MATCH,NO MATCH
1aexn5XUwWBcCn8T36IYK3,Joy Through Death,JOYTHROUGHDEATH,"Aleksi KiiskilÃ¤,Juho Vanhanen,Mat McNerney,Rainer Tuomikanto,Valtteri Arino",Grave Pleasures,152428529,JOY THROUGH DEATH,/VANHANEN/MCNERNEY/ARR/ARINO/KIISKILAE/T
4O0YeW6g2zD3uPUbqR2i5G,Any Other Way,ANYOTHERWAY,William Bell,Jackie Shane,111144485,ANY OTHER WAY,WILLIAMSON MICHAEL
45nQhPpDCj5ORSgFPv8EHw,Rise Up,RISEUP,"A. Mason,E. Banta",Greenwood Rhythm Coalition,151806646,RISE UP,BANTA E/MASON A
4lJO3eyYqw9CT8mKljyJu5,"Sunday Kinda Love (feat. Aaron Lindsey, PJ Morton & Nikki Ross)",SUNDAYKINDALOVE,"Aaron Lindsey,Israel Houghton",Israel Houghton,145299367,SUNDAY KINDA LOVE,LINDSEY A/HOUGHTON I
58gn5gg9fpam1eQB0MLHe2,To Be By Your Side,TOBEBYYOURSIDE,"Bruno Coulais,Nick Cave",Nick Cave,133505468,TO BE BY YOUR SIDE,COULAIS B/CAVE N
0AjfHlfaz7JEvPMsPJNeXO,"Flying Theme (From ""E. T."")",FLYINTHEME,John Williams,Philharmonische Orchester des Staatstheaters Cottbus,101151252,FLYING THEME (FROM E.T.),WILLIAMS JOHN T
3PhIQPwCeWV5TfrZkuwXWp,Too Fat Polka,TOOFATPOLKA,"Arthur Richardson,Ross Mac Lean",Craig Duncan,101112096,TOO FAT POLKA,MACLEAN R/RICHARDSON A
00ObrTLihRBZzDGPypzxON,"Por Eso, Estoy Preso",PORESOESTOYPRESO,"Cacho Valdez,Eduardo Franco,Momy",Los Iracundos,NO MATCH,NO MATCH,NO MATCH
2buPtPaKomtwoT8YvxO13f,L'Anno Che VerrÃ ,LANOCHEVERA,Lucio Dalla,Lucio Dalla,NO MATCH,NO MATCH,NO MATCH
4drhI0HFUrZhtQFM6UTezn,A Guy That I'd Kinda Be Into,GUYTHATIDKINDABEINTO,Joe Iconis,"'Be More Chill' Ensemble,Be More Chill,Stephanie Hsu",149019152,GUY THAT I'D KINDA BE INTO,ICONIS JOSEPH P
0FwmxfNxIpFhyWVYhFHDBw,Un mundo de zurdos,MUNDODEZURDO,Ferran PontÃ³n,Egon Soda,149298311,UN MUNDO DE ZURDOS,FERNANDO PONTON
5Xz7X81CO6r9o6nD9cMCb3,Million Miles,MILIONMILE,"Dirk Duderstadt,Marco Duderstadt",Inpetto,139423673,MILLION MILES,MARCHI R/MALUSA M
